,나이,성별,건성,지성,모름,건조함,과잉피지,여드름,좁쌀,홍조&예민,복합성,기미&잡티,미백앰플,수분라이트,수분앰플,쑥앰플,진정앰플
1794,3.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1795,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1796,4.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1797,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1798,2.0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0
1799,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1800,5.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1801,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1802,5.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1803,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1804,2.0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0
1805,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1806,8.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1807,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1808,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1809,5.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
1810,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1811,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1812,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1813,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1814,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1815,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1816,6.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1817,4.0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
1818,3.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1819,2.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1820,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1821,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1822,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1823,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1824,6.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1825,3.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1826,5.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1827,3.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1828,7.0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
1829,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1830,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1831,4.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1832,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1833,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1834,5.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1835,5.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1836,3.0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0
1837,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1838,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1839,3.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
1840,3.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1841,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1842,3.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1843,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1844,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1845,7.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
1846,3.0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0
1847,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1848,2.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1849,8.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
1850,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1851,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
1852,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1853,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1854,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
1855,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1856,2.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1857,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1858,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1859,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1860,3.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
1861,6.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1862,3.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
1863,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1864,3.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1865,2.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
1866,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1867,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1868,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1869,5.0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
1870,1.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1871,4.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1872,4.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1873,4.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1874,3.0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1875,2.0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1
1876,6.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1877,6.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1878,3.0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1879,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1880,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1881,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1882,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1883,5.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1884,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1885,4.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
1886,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1887,6.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1888,5.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1889,4.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1890,6.0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1
1891,6.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1892,3.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1893,2.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1894,7.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1895,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1896,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1897,1.0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0
1898,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1899,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1900,8.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1901,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1902,4.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1903,4.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
1904,4.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
1905,7.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1906,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1907,3.0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1
1908,4.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1909,8.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
1910,3.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1911,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1912,3.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1913,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1914,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1915,3.0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
1916,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1917,3.0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1918,4.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
1919,5.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1920,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1921,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1922,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1923,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1924,6.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1925,4.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
1926,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1927,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1928,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1929,4.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1930,3.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1931,5.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1932,2.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1933,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1934,4.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1935,3.0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
1936,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1937,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1938,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1939,5.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
1940,5.0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
1941,2.0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0
1942,5.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1943,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1944,5.0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
1945,4.0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1
1946,3.0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
1947,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1948,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1949,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1950,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1951,2.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
1952,2.0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
1953,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1954,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1955,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1956,4.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1957,3.0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1958,3.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1959,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1960,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1961,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1962,4.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
1963,2.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1964,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1965,4.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1966,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1967,3.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1968,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1969,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1970,3.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1971,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1972,8.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1973,3.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1974,3.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1975,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1976,2.0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
1977,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1978,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1979,3.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1980,4.0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1981,2.0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1
1982,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1983,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1984,1.0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
1985,2.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1986,4.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
1987,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1988,2.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1989,4.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1990,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1991,4.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1992,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1993,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1994,6.0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
1995,8.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1996,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1997,5.0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1
1998,8.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1999,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
2000,8.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2001,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1
2002,3.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
2003,2.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
2004,6.0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
2005,6.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2006,5.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
2007,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2008,7.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2009,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2010,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2011,4.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
2012,4.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
2013,6.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
2014,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
2015,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2016,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2017,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
2018,3.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
2019,2.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2020,5.0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0
2021,3.0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0
2022,2.0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
2023,4.0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
2024,1.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
2025,4.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2026,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2027,8.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2028,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2029,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2030,6.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2031,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
2032,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2033,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2034,5.0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
2035,2.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2036,3.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
2037,5.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
2038,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2039,2.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
2040,2.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
2041,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2042,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2043,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2044,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2045,4.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
2046,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2047,5.0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1
2048,7.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2049,4.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2050,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2051,3.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
2052,3.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2053,5.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
2054,4.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
2055,5.0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
2056,4.0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0
2057,4.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2058,6.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2059,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2060,8.0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1
2061,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2062,3.0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2063,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2064,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2065,3.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
2066,5.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2067,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2068,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
2069,3.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
2070,5.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
2071,3.0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1
2072,2.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
2073,8.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2074,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2075,5.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2076,2.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
2077,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2078,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
2079,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2080,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2081,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2082,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
2083,4.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2084,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2085,5.0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1
2086,3.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
2087,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2088,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2089,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2090,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2091,3.0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
2092,3.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
2093,5.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2094,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2095,4.0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
2096,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2097,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2098,3.0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0
2099,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
2100,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2101,4.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
2102,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2103,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2104,8.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2105,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2106,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2107,8.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2108,2.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
2109,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2110,4.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
2111,6.0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2112,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2113,4.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2114,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2115,4.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
2116,4.0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
2117,4.0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1
2118,4.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2119,4.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
2120,6.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
2121,2.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
2122,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2123,3.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
2124,3.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2125,3.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2126,3.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
2127,3.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2128,4.0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
2129,3.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0
2130,3.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
2131,4.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
2132,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2133,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2134,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2135,3.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
2136,4.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
2137,2.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
2138,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2139,6.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2140,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2141,8.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2142,4.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
2143,4.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2144,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2145,5.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2146,6.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2147,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2148,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2149,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
